meta_train_loss,meta_query_loss,train_loss_std,query_loss_std,step
8.1013672798872,1.6969467401504517,0.4263671487569809,0.013810515403747559,1
8.713037222623825,1.7310305833816528,0.4572753608226776,0.08885931968688965,2
8.822314515709877,1.7111244797706604,0.7679200917482376,0.17886048555374146,3
8.295654654502869,1.686790943145752,0.5730956792831421,0.16047441959381104,4
8.555517569184303,1.6700892448425293,0.08969716727733612,0.03291475772857666,5
8.379589915275574,1.729795753955841,0.06357431411743164,0.07768005132675171,6
8.610498160123825,1.6379291415214539,0.301513671875,0.06697362661361694,7
8.193652406334877,1.7232532501220703,0.024707093834877014,0.015235304832458496,8
8.713525384664536,1.6626542806625366,0.2883300185203552,0.04257476329803467,9
8.265918120741844,1.7055262327194214,0.2407226711511612,0.0006543397903442383,10
8.096826374530792,1.7138999104499817,0.32192379236221313,0.055325329303741455,11
9.10156287252903,1.6906189322471619,0.8302735537290573,0.11681801080703735,12
8.489355556666851,1.577003836631775,0.4592772200703621,0.05061638355255127,13
9.205859676003456,1.7673471570014954,0.688476637005806,0.02706807851791382,14
8.56386736035347,1.6748380064964294,0.38359373807907104,0.022710859775543213,15
8.328466974198818,1.6873754858970642,0.6410645321011543,0.06281489133834839,16
8.684131056070328,1.7061567902565002,0.05395516753196716,0.013184010982513428,17
8.640967011451721,1.7923621535301208,0.6473144888877869,0.11918002367019653,18
8.760693594813347,1.7093583345413208,0.16958005726337433,0.007210254669189453,19
8.91562506556511,1.6834115386009216,0.08203104138374329,0.025469481945037842,20
8.455175906419754,1.6802177429199219,0.40000006556510925,0.03799879550933838,21
8.751709088683128,1.7315260767936707,0.09858392179012299,0.003761589527130127,22
8.767920061945915,1.7076875567436218,0.005615130066871643,0.08925539255142212,23
8.72084952890873,1.7632836699485779,0.40776364505290985,0.002947986125946045,24
8.58222670853138,1.7233291864395142,0.05683593451976776,0.0418848991394043,25
8.64462897181511,1.7838658094406128,0.08613288402557373,0.011437773704528809,26
8.815087974071503,1.7217007279396057,0.3566893935203552,0.06319791078567505,27
8.317480608820915,1.729189157485962,0.34775398671627045,0.02555060386657715,28
8.537451326847076,1.7171160578727722,0.05747079849243164,0.012539684772491455,29
8.916406333446503,1.7763842940330505,0.4244138300418854,0.014276564121246338,30
8.041259869933128,1.5970705151557922,0.12377925217151642,0.0037618279457092285,31
8.811181634664536,1.7177357077598572,0.15375956892967224,0.08113676309585571,32
8.096484616398811,1.6144956946372986,0.17636723816394806,0.007957756519317627,33
8.927832320332527,1.7053395509719849,0.11708982288837433,0.09600365161895752,34
8.332373052835464,1.6933823823928833,0.11176750063896179,0.04408669471740723,35
8.143457137048244,1.663918375968933,0.37949223071336746,0.05902719497680664,36
8.61508809030056,1.773268222808838,0.09340830147266388,0.05303788185119629,37
8.763623237609863,1.6908058524131775,0.06967782974243164,0.022488176822662354,38
8.078808560967445,1.663975715637207,0.13115234673023224,0.05787062644958496,39
8.37841808795929,1.7119417190551758,0.03164052963256836,0.06262528896331787,40
8.29282246530056,1.6418221592903137,0.30024416744709015,0.062411606311798096,41
9.280273765325546,1.8281697630882263,0.09306639432907104,0.05937415361404419,42
8.237841799855232,1.693493664264679,0.1877441257238388,0.033094704151153564,43
8.63344743847847,1.7098785042762756,0.396728515625,0.020570456981658936,44
8.624609559774399,1.80705064535141,0.08066415786743164,0.05416613817214966,45
8.300878889858723,1.6272521018981934,0.026757828891277313,0.017061591148376465,46
8.43784224241972,1.69259512424469,0.028759874403476715,0.005166769027709961,47
7.46235366910696,1.5550787448883057,0.21928716450929642,0.009578227996826172,48
7.903808802366257,1.6562672853469849,0.4383787512779236,0.03320622444152832,49
8.196240440011024,1.6907604932785034,0.07749028503894806,0.0358048677444458,50
